sampling_location,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_bottom_sample,oxidation_reduction_potential_mv_top_sample,sample_date,DESCRIPTION
H3,1986-09-22T00:00:00.000,0,0.7,0,1300,12,0,0,0,0,0,0,0,7.3,7.4,89,5.7,0,0,1986-09-22T00:00:00.000,155th Street
H3,2006-11-13T00:00:00.000,0.191,0,31.131,0,7.89,8.8,0.421,4.58,31.131,66,10.25,0.109,7.47,7.52,152,9.16,31.131,26.596,2006-11-13T00:00:00.000,155th Street
H3,1961-08-14T00:00:00.000,0,0,0,1100,16.8,0,0,0,0,0,0,0,0,0,0,3.9,0,0,1961-08-14T00:00:00.000,155th Street
H3,2008-09-02T00:00:00.000,0.332,0,0,0,22.22,4.71,0.416,3.2,0,3,19.6,0.217,7.31,7.26,2,5.8,0,0,2008-09-02T00:00:00.000,155th Street
N16,2000-03-01T00:00:00.000,0.112,0,0,0,31.42,11.62,0.222,0,0,0,3.6,0.068,7.94,7.86,4,11.04,0,0,2000-03-01T00:00:00.000,SI-FI-W Gong
N16,2015-03-17T00:00:00.000,0.119,0,0,0,31.67,0,0.07,1.75,0,1,5,0.043,8.14,8.11,2,11.59,0,0,2015-03-17T00:00:00.000,SI-FI-W Gong
N16,1962-08-16T00:00:00.000,0,0,0,2,33.95,0,0,0,0,0,0,0,0,0,0,6.7,0,0,1962-08-16T00:00:00.000,SI-FI-W Gong
N16,2014-12-03T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-12-03T00:00:00.000,SI-FI-W Gong
N16,2009-06-23T00:00:00.000,0.058,0,245.994,0,30.01,7.69,0.033,2.7,245.994,1,3.2,0.042,7.54,7.59,1,9.86,245.994,238.403,2009-06-23T00:00:00.000,SI-FI-W Gong
N16,2010-08-03T00:00:00.000,0.019,0,204.556,0,30.96,6.88,0.025,2.2,204.556,1,6.8,0.031,7.74,7.78,1,8,204.556,204.889,2010-08-03T00:00:00.000,SI-FI-W Gong
N16,1964-07-23T00:00:00.000,0,0,0,2,33.25,0,0,0,0,0,0,0,0,0,0,7.6,0,0,1964-07-23T00:00:00.000,SI-FI-W Gong
N16,1970-07-02T00:00:00.000,0,4.1,0,9100,31.7,0,0,0,0,0,0,0,0,0,0,7.9,0,0,1970-07-02T00:00:00.000,SI-FI-W Gong
N16,2000-07-19T00:00:00.000,0.004,0,0,0,35.23,2.72,0.003,2.39,0,0,3.4,0.036,7.64,7.49,1,6.5,0,0,2000-07-19T00:00:00.000,SI-FI-W Gong
N16,1988-09-21T00:00:00.000,0,3.8,0,490,30.8,0,0,0,0,0,0,0,7.82,7.76,54,5.6,0,0,1988-09-21T00:00:00.000,SI-FI-W Gong
N16,1950-04-26T00:00:00.000,0,0,0,0,33.25,0,0,0,0,0,0,0,0,0,0,9.7,0,0,1950-04-26T00:00:00.000,SI-FI-W Gong
N16,2013-02-13T00:00:00.000,0.031,0,81.978,0,32.79,0,0.06,3.1,81.978,2,11,0.083,8.02,8.06,0,9.93,81.978,92.82,2013-02-13T00:00:00.000,SI-FI-W Gong
N16,1992-01-22T00:00:00.000,0.04,0.2,0,0,32.5,0,0.07,0,0,0,3,0.034,8.27,8.14,0,0,0,0,1992-01-22T00:00:00.000,SI-FI-W Gong
N16,2016-07-07T00:00:00.000,0.021,0,267.4,0,31.56,7.65,0.018,1.86,267.4,2,32,0.045,8.08,7.98,92,6.84,267.4,264.74,2016-07-07T00:00:00.000,SI-FI-W Gong
N16,1989-07-25T00:00:00.000,0,0,0,60,31.5,0,0.012,0,0,0,0,0.062,7.7,7.6,2,7,0,0,1989-07-25T00:00:00.000,SI-FI-W Gong
K3,2000-08-24T00:00:00.000,0.322,0,0,0,18.54,4.33,0.544,4.29,0,0,12.8,0.177,7.23,7.22,587,5.6,0,0,2000-08-24T00:00:00.000,A & K Railroad Bridge
K3,1991-06-18T00:00:00.000,1.1,1.1,0,24000,22.2,0,0.47,0,0,0,47,0.3,0,0,0,4.4,0,0,1991-06-18T00:00:00.000,A & K Railroad Bridge
K3,1969-08-12T00:00:00.000,0,3.5,0,3500000,17,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1969-08-12T00:00:00.000,A & K Railroad Bridge
K3,2005-09-14T00:00:00.000,1.07,0,76.43,0,23.41,0,0.542,3.88,76.43,6,8.75,0.26,7.43,7.48,10,6.01,76.43,70.99,2005-09-14T00:00:00.000,A & K Railroad Bridge
K3,2015-10-07T00:00:00.000,0.508,0,230.974,0,22.51,6.1,0.695,3.02,230.974,6,19,0.167,7.49,7.51,20,7,230.974,230.537,2015-10-07T00:00:00.000,A & K Railroad Bridge
K3,1945-08-03T00:00:00.000,0,0,0,0,11.55,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1945-08-03T00:00:00.000,A & K Railroad Bridge
K3,1965-09-07T00:00:00.000,0,0,0,1700,26.25,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1965-09-07T00:00:00.000,A & K Railroad Bridge
K3,1931-09-15T00:00:00.000,0,0,0,0,24.85,0,0,0,0,0,0,0,0,0,0,1.86,0,0,1931-09-15T00:00:00.000,A & K Railroad Bridge
K3,2004-06-30T00:00:00.000,0.301,0,0,0,20.26,0,0.405,0,0,1,1.2,0.136,7.42,7.52,450,7.4,0,0,2004-06-30T00:00:00.000,A & K Railroad Bridge
K3,1937-07-27T00:00:00.000,0,0,0,0,22.05,0,0,0,0,0,0,0,0,0,0,2.87,0,0,1937-07-27T00:00:00.000,A & K Railroad Bridge
K3,1933-08-30T00:00:00.000,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3.95,0,0,1933-08-30T00:00:00.000,A & K Railroad Bridge
K3,1964-07-21T00:00:00.000,0,0,0,1100,24.85,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1964-07-21T00:00:00.000,A & K Railroad Bridge
K3,2012-02-21T00:00:00.000,0.507,0,0,0,21.32,7.92,0.545,2.4,0,3,14,0.115,7.63,7.63,13,10.57,0,0,2012-02-21T00:00:00.000,A & K Railroad Bridge
E6,1971-09-15T00:00:00.000,0,0.9,0,180000,24.4,0,0,0,0,0,0,0,0,0,0,1.6,0,0,1971-09-15T00:00:00.000,Flushing Bay
E6,1948-07-27T00:00:00.000,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1948-07-27T00:00:00.000,Flushing Bay
E6,1994-11-02T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994-11-02T00:00:00.000,Flushing Bay
E6,2013-07-08T00:00:00.000,0.214,0,0,0,24,4.08,0.254,3.3,0,1,17,0.168,7.46,7.47,3,4.32,0,0,2013-07-08T00:00:00.000,Flushing Bay
E6,1965-07-26T00:00:00.000,0,0,0,230,30.8,0,0,0,0,0,0,0,0,0,0,2.2,0,0,1965-07-26T00:00:00.000,Flushing Bay
E6,2004-08-09T00:00:00.000,0.616,0,0,0,23.08,0,0.324,2.97,0,1,10.6,0.238,7.32,7.27,2,3.52,0,0,2004-08-09T00:00:00.000,Flushing Bay
E6,2001-07-24T00:00:00.000,0.373,0,0,0,24.77,0,0.25,4.6,0,42,10,0.212,7.56,7.56,89,5.1,0,0,2001-07-24T00:00:00.000,Flushing Bay
E6,2014-08-04T00:00:00.000,0.313,0,162.275,0,24.43,4.14,0.292,2.74,162.275,2,8,0.284,7.34,7.36,283,4.34,162.275,163.768,2014-08-04T00:00:00.000,Flushing Bay
E6,1924-08-19T00:00:00.000,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,2.19,0,0,1924-08-19T00:00:00.000,Flushing Bay
E6,1921-07-15T00:00:00.000,0,0,0,0,25.55,0,0,0,0,0,0,0,0,0,0,2.2,0,0,1921-07-15T00:00:00.000,Flushing Bay
E6,1973-07-31T00:00:00.000,0,6.2,0,11000,25.1,0,0,0,0,0,0,0,0,0,0,1.6,0,0,1973-07-31T00:00:00.000,Flushing Bay
E6,1973-06-20T00:00:00.000,0,4.7,0,49000,22.8,0,0,0,0,0,0,0,0,0,0,4,0,0,1973-06-20T00:00:00.000,Flushing Bay
E6,2000-05-15T00:00:00.000,0.475,0,0,0,0,0,0.242,0,0,0,11,0.142,7.39,7.45,97,7.1,0,0,2000-05-15T00:00:00.000,Flushing Bay
E6,2004-07-26T00:00:00.000,0.727,0,0,0,22.54,0,0.263,2.91,0,7,21,0.242,7.11,7.18,240,2.92,0,0,2004-07-26T00:00:00.000,Flushing Bay
SP2,2013-08-28T00:00:00.000,0.55,0,0,0,0,0,0.253,4.1,0,1,9,0.26,7.53,0,52,0,0,0,2013-08-28T00:00:00.000,Spring Creek
SP2,2012-06-20T00:00:00.000,0.042,0,0,0,0,0,0.21,3.6,0,4,16,0.326,8.35,0,40,0,0,0,2012-06-20T00:00:00.000,Spring Creek
MVM,1970-08-10T00:00:00.000,0,0,0,,18.1,0,0,0,0,0,0,0,0,0,0,2.9,0,0,1970-08-10T00:00:00.000,
MVM,1982-07-29T00:00:00.000,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,6.7,0,0,1982-07-29T00:00:00.000,
MVM,1982-07-29T00:00:00.000,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,6.7,0,0,1982-07-29T00:00:00.000,
MVM,1987-08-27T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,7.6,7.6,0,3.4,0,0,1987-08-27T00:00:00.000,
MVM,1980-09-03T00:00:00.000,0,0,0,0,19.9,0,0,0,0,0,0,0,0,0,0,3.1,0,0,1980-09-03T00:00:00.000,
MVM,1980-09-03T00:00:00.000,0,0,0,0,19.9,0,0,0,0,0,0,0,0,0,0,3.1,0,0,1980-09-03T00:00:00.000,
MVM,1970-08-10T00:00:00.000,0,0,0,780,16.3,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1970-08-10T00:00:00.000,
MVM,1970-08-10T00:00:00.000,0,0,0,4900,20.1,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1970-08-10T00:00:00.000,
H5,1984-10-03T00:00:00.000,0,1.8,0,780,25.4,0,0,0,0,0,0,0,0,0,0,6.8,0,0,1984-10-03T00:00:00.000,
H5,1984-10-03T00:00:00.000,0,1.8,0,780,25.4,0,0,0,0,0,0,0,0,0,0,6.8,0,0,1984-10-03T00:00:00.000,
H5,1955-07-21T00:00:00.000,0,0,0,460,28.7,0,0,0,0,0,0,0,0,0,0,1.3,0,0,1955-07-21T00:00:00.000,
H5,1970-07-13T00:00:00.000,0,4.1,0,49000,26.2,0,0,0,0,0,0,0,0,0,0,1.7,0,0,1970-07-13T00:00:00.000,
H5,1961-07-17T00:00:00.000,0,0,0,1100,24.5,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1961-07-17T00:00:00.000,
H5,1985-07-08T00:00:00.000,0,1.4,0,4900,23.9,0,0,0,0,0,0,0,0,0,0,3.7,0,0,1985-07-08T00:00:00.000,
H5,1966-09-14T00:00:00.000,0,0,0,790,21.35,0,0,0,0,0,0,0,0,0,0,3,0,0,1966-09-14T00:00:00.000,
H5,1984-07-30T00:00:00.000,0,1.6,0,33000,23,0,0,0,0,0,0,0,0,0,0,3,0,0,1984-07-30T00:00:00.000,
H5,1984-07-30T00:00:00.000,0,1.6,0,33000,23,0,0,0,0,0,0,0,0,0,0,3,0,0,1984-07-30T00:00:00.000,
H5,1950-08-23T00:00:00.000,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1950-08-23T00:00:00.000,
H5,1985-09-23T00:00:00.000,0,2,0,3300,21.4,0,0,0,0,0,0,0,0,0,200,3.7,0,0,1985-09-23T00:00:00.000,
H5,1980-06-30T00:00:00.000,0,1.6,0,27000,26.1,0,0,0,0,0,0,0,0,0,0,4.2,0,0,1980-06-30T00:00:00.000,
H5,1980-06-30T00:00:00.000,0,1.6,0,27000,26.1,0,0,0,0,0,0,0,0,0,0,4.2,0,0,1980-06-30T00:00:00.000,
H5,1966-09-27T00:00:00.000,0,0,0,3500,23.1,0,0,0,0,0,0,0,0,0,0,2.8,0,0,1966-09-27T00:00:00.000,
H5,1947-06-25T00:00:00.000,0,0,0,0,22.4,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1947-06-25T00:00:00.000,
H5,1969-06-23T00:00:00.000,0,2.4,0,110000,23.1,0,0,0,0,0,0,0,0,0,0,4,0,0,1969-06-23T00:00:00.000,
H5,1954-07-22T00:00:00.000,0,0,0,460,28.35,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1954-07-22T00:00:00.000,
H5,1950-08-09T00:00:00.000,0,0,0,0,27.65,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1950-08-09T00:00:00.000,
H5,1916-09-01T00:00:00.000,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0.59,0,0,1916-09-01T00:00:00.000,
H5,1936-03-30T00:00:00.000,0,0,0,0,17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1936-03-30T00:00:00.000,
H5,1965-07-07T00:00:00.000,0,0,0,1300,28.35,0,0,0,0,0,0,0,0,0,0,2.2,0,0,1965-07-07T00:00:00.000,
N4,2010-06-07T00:00:00.000,0.122,0,0,0,25.48,6.51,0.255,3,0,0,9.6,0.086,7.99,7.67,45,7.42,0,0,2010-06-07T00:00:00.000,42nd Street
N4,1937-06-24T00:00:00.000,0,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,2.38,0,0,1937-06-24T00:00:00.000,42nd Street
N4,1963-08-21T00:00:00.000,0,0,0,460,27.3,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1963-08-21T00:00:00.000,42nd Street
N4,1987-08-12T00:00:00.000,0,1.9,0,450,0,0,0,0,0,0,0,0,7.02,6.98,600,3.1,0,0,1987-08-12T00:00:00.000,42nd Street
N4,2001-10-23T00:00:00.000,0.358,0,0,0,17.23,0,0.706,3.4,0,0,2,0.198,7.77,7.74,35,6.2,0,0,2001-10-23T00:00:00.000,42nd Street
N4,2003-02-12T00:00:00.000,0.391,0,0,0,30.48,15.33,0.584,3.44,0,18,20.4,0.1,7.86,8.12,0,12.33,0,0,2003-02-12T00:00:00.000,42nd Street
N4,2002-08-07T00:00:00.000,0.312,0,0,0,27.12,6.13,0.34,3.31,0,0,7.2,0.154,7.31,7.38,98,4.58,0,0,2002-08-07T00:00:00.000,42nd Street
N4,1935-08-21T00:00:00.000,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0.66,0,0,1935-08-21T00:00:00.000,42nd Street
N4,2000-09-27T00:00:00.000,0.358,0,0,0,25.13,0,0.39,4.23,0,0,11.2,0.181,7.25,7.46,283,5.43,0,0,2000-09-27T00:00:00.000,42nd Street
N4,1983-09-14T00:00:00.000,0,3.1,0,13000,25.5,0,0,0,0,0,0,0,0,0,0,4.8,0,0,1983-09-14T00:00:00.000,42nd Street
N4,1983-09-14T00:00:00.000,0,3.1,0,13000,25.5,0,0,0,0,0,0,0,0,0,0,4.8,0,0,1983-09-14T00:00:00.000,42nd Street
N4,2010-09-27T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-27T00:00:00.000,42nd Street
N4,2009-09-08T00:00:00.000,0.306,0,100.144,0,23.65,5.02,0.396,3.7,100.144,1,8.2,0.152,7.4,7.46,28,5.01,100.144,101.601,2009-09-08T00:00:00.000,42nd Street
N4,2005-06-27T00:00:00.000,0.3,0,125.37,0,21.84,0,0.466,2.97,125.37,9,15.5,0.122,7.17,7.22,59,5.48,125.37,119.81,2005-06-27T00:00:00.000,42nd Street
N4,2013-09-03T00:00:00.000,0.228,0,0,0,23,4.85,0.236,4.32,0,12,5,0.069,8.13,7.68,108,5.61,0,0,2013-09-03T00:00:00.000,42nd Street
N4,1998-07-09T00:00:00.000,0.157,0,0,0,21.92,6.77,0.354,0,0,0,7,0.104,0,0,42,6.21,0,0,1998-07-09T00:00:00.000,42nd Street
N4,1932-08-04T00:00:00.000,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,1.77,0,0,1932-08-04T00:00:00.000,42nd Street
N4,2015-04-06T00:00:00.000,0.149,0,241.613,0,21.83,10.58,0.511,2.74,241.613,2,13,0.085,7.95,7.95,8,10.56,241.613,227.221,2015-04-06T00:00:00.000,42nd Street
x1576_1911_DO,1911-09-26T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911-09-26T00:00:00.000,
x1507_1911_DO,1911-09-26T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911-09-26T00:00:00.000,
N3,1994-06-23T00:00:00.000,0.33,1.5,0,340,19.27,0,0.38,0,0,0,27,0.14,7.38,7.38,130,5.22,0,0,1994-06-23T00:00:00.000,
N3,1984-07-17T00:00:00.000,0,0,0,54000,14,0,0,0,0,0,0,0,0,0,0,4.9,0,0,1984-07-17T00:00:00.000,
N3,1984-07-17T00:00:00.000,0,0,0,54000,14,0,0,0,0,0,0,0,0,0,0,4.9,0,0,1984-07-17T00:00:00.000,
N3,1933-07-13T00:00:00.000,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,0,1.83,0,0,1933-07-13T00:00:00.000,
N3,1987-07-15T00:00:00.000,0,2.8,0,54000,0,0,0,0,0,0,0,0,7.47,7.31,400,3.5,0,0,1987-07-15T00:00:00.000,
N3,1958-07-16T00:00:00.000,0,0,0,43,21.7,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1958-07-16T00:00:00.000,
N3,1952-07-02T00:00:00.000,0,0,0,0,17.15,0,0,0,0,0,0,0,0,0,0,3.2,0,0,1952-07-02T00:00:00.000,
N3,1998-07-30T00:00:00.000,0.069,0,0,0,19.84,4.44,0.553,0,0,0,10,0.133,7.92,7.44,73,4.85,0,0,1998-07-30T00:00:00.000,
N3,1959-06-10T00:00:00.000,0,0,0,93,17.85,0,0,0,0,0,0,0,0,0,0,2.7,0,0,1959-06-10T00:00:00.000,
N3,1992-07-02T00:00:00.000,0.31,0.9,0,0,0,0,0.28,0,0,0,41,0.13,7.67,7.63,0,6.74,0,0,1992-07-02T00:00:00.000,
E4,2013-06-03T00:00:00.000,0.344,0,0,0,23.63,6.48,0.298,3.4,0,269,14,0.189,7.48,7.5,900,6.45,0,0,2013-06-03T00:00:00.000,Hell Gate
E4,1998-11-04T00:00:00.000,0,0,0,0,23.88,12.71,0,0,0,0,0,0,7.46,7.49,0,6.55,0,0,1998-11-04T00:00:00.000,Hell Gate
E4,1940-09-05T00:00:00.000,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,0,1.45,0,0,1940-09-05T00:00:00.000,Hell Gate
E4,1993-06-22T00:00:00.000,0.49,1.9,0,3000,0,0,0.3,0,0,0,60,0.16,7.3,7.34,196,5.26,0,0,1993-06-22T00:00:00.000,Hell Gate
E4,1937-07-07T00:00:00.000,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,1.22,0,0,1937-07-07T00:00:00.000,Hell Gate
E4,1934-07-25T00:00:00.000,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1.27,0,0,1934-07-25T00:00:00.000,Hell Gate
E4,1985-06-10T00:00:00.000,0,3,0,2000,24,0,0,0,0,0,0,0,0,0,1020,4.7,0,0,1985-06-10T00:00:00.000,Hell Gate
E4,1993-12-08T00:00:00.000,0.61,1.7,0,0,24.63,0,0.44,0,0,0,20,0.18,0,0,0,9.18,0,0,1993-12-08T00:00:00.000,Hell Gate
E4,1950-09-06T00:00:00.000,0,0,0,0,29.05,0,0,0,0,0,0,0,0,0,0,1.7,0,0,1950-09-06T00:00:00.000,Hell Gate
E4,2016-06-20T00:00:00.000,0.258,0,243.29,0,24.39,6.27,0.231,2.14,243.29,4,24,0.077,7.59,7.6,5,6.18,243.29,248.73,2016-06-20T00:00:00.000,Hell Gate
E4,1939-08-31T00:00:00.000,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,2.76,0,0,1939-08-31T00:00:00.000,Hell Gate
E4,1984-10-03T00:00:00.000,0,2.9,0,23000,25.4,0,0,0,0,0,0,0,0,0,0,5.6,0,0,1984-10-03T00:00:00.000,Hell Gate
E4,1984-10-03T00:00:00.000,0,2.9,0,23000,25.4,0,0,0,0,0,0,0,0,0,0,5.6,0,0,1984-10-03T00:00:00.000,Hell Gate
E4,1992-06-10T00:00:00.000,0,0,0,0,20.9,0,0,0,0,0,0,0,0,0,0,4.08,0,0,1992-06-10T00:00:00.000,Hell Gate
E4,1962-07-30T00:00:00.000,0,0,0,460,22.05,0,0,0,0,0,0,0,0,0,0,1.8,0,0,1962-07-30T00:00:00.000,Hell Gate
J2,1970-07-02T00:00:00.000,0,5.7,0,160000,27.6,0,0,0,0,0,0,0,0,0,0,5.7,0,0,1970-07-02T00:00:00.000,Mill Basin
J2,1986-07-10T00:00:00.000,0,4.3,0,1300,28,0,0,0,0,0,0,0,8.1,8.2,2,6.5,0,0,1986-07-10T00:00:00.000,Mill Basin
J2,1983-08-18T00:00:00.000,0,2.4,0,200,29.7,0,0,0,0,0,0,0,0,0,0,5.2,0,0,1983-08-18T00:00:00.000,Mill Basin
J2,1983-08-18T00:00:00.000,0,2.4,0,200,29.7,0,0,0,0,0,0,0,0,0,0,5.2,0,0,1983-08-18T00:00:00.000,Mill Basin
J2,2015-06-02T00:00:00.000,0.108,0,352.798,0,28.79,7.06,0.093,3.4,352.798,12,15,0.235,8.15,8.14,"1,600",7.29,352.798,347.749,2015-06-02T00:00:00.000,Mill Basin
J2,1994-11-15T00:00:00.000,0.8,2.6,0,0,27.88,0,0.78,0,0,0,24,0.2,7.89,7.89,0,7.76,0,0,1994-11-15T00:00:00.000,Mill Basin
J2,1993-01-27T00:00:00.000,0.77,1.8,0,0,27.76,0,0.31,0,0,0,34,0.097,8.03,7.93,0,10.92,0,0,1993-01-27T00:00:00.000,Mill Basin
J2,1997-08-25T00:00:00.000,0.541,0,0,0,27.71,5.24,0.232,0,0,0,11,0.271,7.94,7.71,7,6.08,0,0,1997-08-25T00:00:00.000,Mill Basin
J2,1988-09-14T00:00:00.000,0,7.7,0,24000,27.8,0,0,0,0,0,0,0,8.25,8.16,2580,7.9,0,0,1988-09-14T00:00:00.000,Mill Basin
J2,1962-08-02T00:00:00.000,0,0,0,75,33.25,0,0,0,0,0,0,0,0,0,0,5.8,0,0,1962-08-02T00:00:00.000,Mill Basin
J2,1958-06-12T00:00:00.000,0,0,0,75,28.7,0,0,0,0,0,0,0,0,0,0,5.9,0,0,1958-06-12T00:00:00.000,Mill Basin
J2,1966-06-30T00:00:00.000,0,0,0,350,29.05,0,0,0,0,0,0,0,0,0,0,5.7,0,0,1966-06-30T00:00:00.000,Mill Basin
J2,2011-06-07T00:00:00.000,0.028,0,377.084,0,27,10.82,0.01,3.5,377.084,1,10,0.171,8.49,8.17,5,11.79,377.084,363.674,2011-06-07T00:00:00.000,Mill Basin
J2,1961-07-20T00:00:00.000,0,0,0,460,29.05,0,0,0,0,0,0,0,0,0,0,7,0,0,1961-07-20T00:00:00.000,Mill Basin
J2,2009-08-27T00:00:00.000,0.106,0,155.281,0,27.39,7.01,0.066,3.9,155.281,4,8.8,0.222,7.95,7.96,13,7.22,155.281,151.74,2009-08-27T00:00:00.000,Mill Basin
J2,2002-06-11T00:00:00.000,0.017,0,0,0,0,0,0.008,2.81,0,19,30,0.272,8.6,8.57,20,11.16,0,0,2002-06-11T00:00:00.000,Mill Basin
J2,1997-06-23T00:00:00.000,0.155,0,0,0,28.34,5.71,0.166,0,0,0,21,0.172,8.04,7.86,5,6.83,0,0,1997-06-23T00:00:00.000,Mill Basin
J2,2016-08-16T00:00:00.000,0.123,0,217.89,0,28.68,4.12,0.069,3.5,217.89,1,9,0.317,7.89,7.75,12,4.56,217.89,218.54,2016-08-16T00:00:00.000,Mill Basin
J2,1968-07-11T00:00:00.000,0,5.1,0,3300,27,0,0,0,0,0,0,0,0,0,0,7.9,0,0,1968-07-11T00:00:00.000,Mill Basin
J2,1967-08-10T00:00:00.000,0,0,0,49,30.8,0,0,0,0,0,0,0,0,0,0,7.1,0,0,1967-08-10T00:00:00.000,Mill Basin
J2,2014-12-03T00:00:00.000,0.67,0,152.608,0,29.22,8.83,0.413,2.27,152.608,4,18,0.201,7.73,7.79,54,8.29,152.608,153.796,2014-12-03T00:00:00.000,Mill Basin
J5,1999-06-21T00:00:00.000,0.137,0,0,0,28.04,6.28,0.135,0,0,0,12,0.238,7.78,7.78,20,6.99,0,0,1999-06-21T00:00:00.000,A train Trestle
J5,2008-07-29T00:00:00.000,0.46,0,0,0,26.8,2.7,0.088,4.1,0,1,14.4,0.405,7.66,7.67,0,3.32,0,0,2008-07-29T00:00:00.000,A train Trestle
J5,1980-09-15T00:00:00.000,0,1.3,0,5400,31,0,0,0,0,0,0,0,0,0,0,5.5,0,0,1980-09-15T00:00:00.000,A train Trestle
J5,1980-09-15T00:00:00.000,0,1.3,0,5400,31,0,0,0,0,0,0,0,0,0,0,5.5,0,0,1980-09-15T00:00:00.000,A train Trestle
J5,1953-06-18T00:00:00.000,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,7.3,0,0,1953-06-18T00:00:00.000,A train Trestle
J5,1989-08-17T00:00:00.000,0.014,3,0,330,26.2,0,0.19,0,0,0,0,0.3,7.95,7.93,96,5.8,0,0,1989-08-17T00:00:00.000,A train Trestle
J5,1991-07-30T00:00:00.000,0.53,1.8,0,0,28.1,0,0.13,0,0,0,40,0.25,0,0,252,4.4,0,0,1991-07-30T00:00:00.000,A train Trestle
J5,1964-08-27T00:00:00.000,0,0,0,8,31.5,0,0,0,0,0,0,0,0,0,0,5.1,0,0,1964-08-27T00:00:00.000,A train Trestle
J5,2007-06-05T00:00:00.000,0.178,0,0,0,25.8,5.48,0.104,3.5,0,2,13.25,0.184,7.95,7.98,215,6.69,0,0,2007-06-05T00:00:00.000,A train Trestle
J5,1993-11-04T00:00:00.000,0.8,0,0,0,0,0,0.72,0,0,0,0,0.15,7.79,7.84,0,8.27,0,0,1993-11-04T00:00:00.000,A train Trestle
J5,2013-01-16T00:00:00.000,0.114,0,80.024,0,28.01,8.88,0.32,2.6,80.024,8,4,0.111,8.29,8.31,26,11.89,80.024,84.424,2013-01-16T00:00:00.000,A train Trestle
G2,2010-07-28T00:00:00.000,0.136,0,182.104,0,26.61,4.1,0.252,3.3,182.104,2,7.8,0.164,7.73,7.46,10,5.1,182.104,179.222,2010-07-28T00:00:00.000,Gowanus Channel
G2,2013-10-08T00:00:00.000,0.376,0,0,0,26.45,5.65,0.324,3.41,0,600,14,0.177,7.45,7.55,4000,5.56,0,0,2013-10-08T00:00:00.000,Gowanus Channel
G2,1985-07-16T00:00:00.000,0,5.2,0,35000,22,0,0,0,0,0,0,0,0,0,0,2,0,0,1985-07-16T00:00:00.000,Gowanus Channel
G2,1996-06-04T00:00:00.000,0.387,0,0,16000,23.1,0,0.262,0,0,0,10,0.128,7.5,7.6,0,6.54,0,0,1996-06-04T00:00:00.000,Gowanus Channel
G2,1995-07-11T00:00:00.000,0.48,0,0,500,27.3,0,0.35,0,0,0,35,0.17,7.14,7.36,0,5.62,0,0,1995-07-11T00:00:00.000,Gowanus Channel
