_id,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_top_sample,lat,long,sampling_location,DESCRIPTION,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbce"")",1983-09-14T00:00:00.000,0,3.1,0,13000,25.5,0,0,0,0,0,0,0,0,0,4.8,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbcf"")",1983-09-14T00:00:00.000,0,3.1,0,13000,25.5,0,0,0,0,0,0,0,0,0,4.8,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd0"")",2010-09-27T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd1"")",2009-09-08T00:00:00.000,0.306,0,100.144,0,23.65,5.02,0.396,3.7,1,8.2,0.152,7.4,7.46,28,5.01,101.601,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd2"")",2005-06-27T00:00:00.000,0.3,0,125.37,0,21.84,0,0.466,2.97,9,15.5,0.122,7.17,7.22,59,5.48,119.81,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd3"")",2013-09-03T00:00:00.000,0.228,0,0,0,23,4.85,0.236,4.32,12,5,0.069,8.13,7.68,108,5.61,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd4"")",1998-07-09T00:00:00.000,0.157,0,0,0,21.92,6.77,0.354,0,0,7,0.104,0,0,42,6.21,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd5"")",1932-08-04T00:00:00.000,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,1.77,0,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd6"")",2015-04-06T00:00:00.000,0.149,0,241.613,0,21.83,10.58,0.511,2.74,2,13,0.085,7.95,7.95,8,10.56,227.221,40.7645,-74.005833,N4,42nd Street,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd7"")",1911-09-26T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.605833,-74.053333,x1576_1911_DO,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd8"")",1911-09-26T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6075,-74.042778,x1507_1911_DO,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbd9"")",1994-06-23T00:00:00.000,0.33,1.5,0,340,19.27,0,0.38,0,0,27,0.14,7.38,7.38,130,5.22,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbda"")",1984-07-17T00:00:00.000,0,0,0,54000,14,0,0,0,0,0,0,0,0,0,4.9,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbdb"")",1984-07-17T00:00:00.000,0,0,0,54000,14,0,0,0,0,0,0,0,0,0,4.9,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbdc"")",1933-07-13T00:00:00.000,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,1.83,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbdd"")",1987-07-15T00:00:00.000,0,2.8,0,54000,0,0,0,0,0,0,0,7.47,7.31,400,3.5,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbde"")",1958-07-16T00:00:00.000,0,0,0,43,21.7,0,0,0,0,0,0,0,0,0,2.5,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbdf"")",1952-07-02T00:00:00.000,0,0,0,0,17.15,0,0,0,0,0,0,0,0,0,3.2,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe0"")",1998-07-30T00:00:00.000,0.069,0,0,0,19.84,4.44,0.553,0,0,10,0.133,7.92,7.44,73,4.85,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe1"")",1959-06-10T00:00:00.000,0,0,0,93,17.85,0,0,0,0,0,0,0,0,0,2.7,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe2"")",1992-07-02T00:00:00.000,0.31,0.9,0,0,0,0,0.28,0,0,41,0.13,7.67,7.63,0,6.74,0,40.836396,-73.954182,N3,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe3"")",2013-06-03T00:00:00.000,0.344,0,0,0,23.63,6.48,0.298,3.4,269,14,0.189,7.48,7.5,900,6.45,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe4"")",1998-11-04T00:00:00.000,0,0,0,0,23.88,12.71,0,0,0,0,0,7.46,7.49,0,6.55,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe5"")",1940-09-05T00:00:00.000,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,1.45,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe6"")",1993-06-22T00:00:00.000,0.49,1.9,0,3000,0,0,0.3,0,0,60,0.16,7.3,7.34,196,5.26,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe7"")",1937-07-07T00:00:00.000,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,1.22,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe8"")",1934-07-25T00:00:00.000,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1.27,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbe9"")",1985-06-10T00:00:00.000,0,3,0,2000,24,0,0,0,0,0,0,0,0,1020,4.7,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbea"")",1993-12-08T00:00:00.000,0.61,1.7,0,0,24.63,0,0.44,0,0,20,0.18,0,0,0,9.18,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbeb"")",1950-09-06T00:00:00.000,0,0,0,0,29.05,0,0,0,0,0,0,0,0,0,1.7,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbec"")",2016-06-20T00:00:00.000,0.258,0,243.29,0,24.39,6.27,0.231,2.14,4,24,0.077,7.59,7.6,5,6.18,248.73,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbed"")",1939-08-31T00:00:00.000,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,2.76,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbee"")",1984-10-03T00:00:00.000,0,2.9,0,23000,25.4,0,0,0,0,0,0,0,0,0,5.6,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbef"")",1984-10-03T00:00:00.000,0,2.9,0,23000,25.4,0,0,0,0,0,0,0,0,0,5.6,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf0"")",1992-06-10T00:00:00.000,0,0,0,0,20.9,0,0,0,0,0,0,0,0,0,4.08,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf1"")",1962-07-30T00:00:00.000,0,0,0,460,22.05,0,0,0,0,0,0,0,0,0,1.8,0,40.7825,-73.922,E4,Hell Gate,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf2"")",1970-07-02T00:00:00.000,0,5.7,0,160000,27.6,0,0,0,0,0,0,0,0,0,5.7,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf3"")",1986-07-10T00:00:00.000,0,4.3,0,1300,28,0,0,0,0,0,0,8.1,8.2,2,6.5,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf4"")",1983-08-18T00:00:00.000,0,2.4,0,200,29.7,0,0,0,0,0,0,0,0,0,5.2,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf5"")",1983-08-18T00:00:00.000,0,2.4,0,200,29.7,0,0,0,0,0,0,0,0,0,5.2,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf6"")",-73.885835,0.108,0,7.29,0,28.79,7.06,0.093,3.4,12,15,0.235,8.15,8.14,"1,600",352.798,347.749,40.608055,2015-06-02T00:00:00.000,J2,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf7"")",1994-11-15T00:00:00.000,0.8,2.6,0,0,27.88,0,0.78,0,0,24,0.2,7.89,7.89,0,7.76,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf8"")",1993-01-27T00:00:00.000,0.77,1.8,0,0,27.76,0,0.31,0,0,34,0.097,8.03,7.93,0,10.92,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbf9"")",1997-08-25T00:00:00.000,0.541,0,0,0,27.71,5.24,0.232,0,0,11,0.271,7.94,7.71,7,6.08,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbfa"")",1988-09-14T00:00:00.000,0,7.7,0,24000,27.8,0,0,0,0,0,0,8.25,8.16,2580,7.9,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbfb"")",1962-08-02T00:00:00.000,0,0,0,75,33.25,0,0,0,0,0,0,0,0,0,5.8,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbfc"")",1958-06-12T00:00:00.000,0,0,0,75,28.7,0,0,0,0,0,0,0,0,0,5.9,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbfd"")",1966-06-30T00:00:00.000,0,0,0,350,29.05,0,0,0,0,0,0,0,0,0,5.7,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbfe"")",2011-06-07T00:00:00.000,0.028,0,377.084,0,27,10.82,0.01,3.5,1,10,0.171,8.49,8.17,5,11.79,363.674,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fbff"")",1961-07-20T00:00:00.000,0,0,0,460,29.05,0,0,0,0,0,0,0,0,0,7,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc00"")",2009-08-27T00:00:00.000,0.106,0,155.281,0,27.39,7.01,0.066,3.9,4,8.8,0.222,7.95,7.96,13,7.22,151.74,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc01"")",2002-06-11T00:00:00.000,0.017,0,0,0,0,0,0.008,2.81,19,30,0.272,8.6,8.57,20,11.16,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc02"")",1997-06-23T00:00:00.000,0.155,0,0,0,28.34,5.71,0.166,0,0,21,0.172,8.04,7.86,5,6.83,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc03"")",2016-08-16T00:00:00.000,0.123,0,217.89,0,28.68,4.12,0.069,3.5,1,9,0.317,7.89,7.75,12,4.56,218.54,40.608054,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc04"")",1968-07-11T00:00:00.000,0,5.1,0,3300,27,0,0,0,0,0,0,0,0,0,7.9,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc05"")",1967-08-10T00:00:00.000,0,0,0,49,30.8,0,0,0,0,0,0,0,0,0,7.1,0,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc06"")",2014-12-03T00:00:00.000,0.67,0,152.608,0,29.22,8.83,0.413,2.27,4,18,0.201,7.73,7.79,54,8.29,153.796,40.608055,-73.885835,J2,Mill Basin,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc07"")",1999-06-21T00:00:00.000,0.137,0,0,0,28.04,6.28,0.135,0,0,12,0.238,7.78,7.78,20,6.99,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc08"")",2008-07-29T00:00:00.000,0.46,0,0,0,26.8,2.7,0.088,4.1,1,14.4,0.405,7.66,7.67,0,3.32,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc09"")",1980-09-15T00:00:00.000,0,1.3,0,5400,31,0,0,0,0,0,0,0,0,0,5.5,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc0a"")",1980-09-15T00:00:00.000,0,1.3,0,5400,31,0,0,0,0,0,0,0,0,0,5.5,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc0b"")",1953-06-18T00:00:00.000,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,7.3,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc0c"")",1989-08-17T00:00:00.000,0.014,3,0,330,26.2,0,0.19,0,0,0,0.3,7.95,7.93,96,5.8,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc0d"")",1991-07-30T00:00:00.000,0.53,1.8,0,0,28.1,0,0.13,0,0,40,0.25,0,0,252,4.4,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc0e"")",1964-08-27T00:00:00.000,0,0,0,8,31.5,0,0,0,0,0,0,0,0,0,5.1,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc0f"")",2007-06-05T00:00:00.000,0.178,0,0,0,25.8,5.48,0.104,3.5,2,13.25,0.184,7.95,7.98,215,6.69,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc10"")",1993-11-04T00:00:00.000,0.8,0,0,0,0,0,0.72,0,0,0,0.15,7.79,7.84,0,8.27,0,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc11"")",2013-01-16T00:00:00.000,0.114,0,80.024,0,28.01,8.88,0.32,2.6,8,4,0.111,8.29,8.31,26,11.89,84.424,40.597667,-73.809,J5,A train Trestle,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc12"")",2010-07-28T00:00:00.000,0.136,0,182.104,0,26.61,4.1,0.252,3.3,2,7.8,0.164,7.73,7.46,10,5.1,179.222,40.666667,-74.003333,G2,Gowanus Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc13"")",2013-10-08T00:00:00.000,0.376,0,0,0,26.45,5.65,0.324,3.41,600,14,0.177,7.45,7.55,4000,5.56,0,40.666667,-74.003333,G2,Gowanus Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc14"")",1985-07-16T00:00:00.000,0,5.2,0,35000,22,0,0,0,0,0,0,0,0,0,2,0,40.666667,-74.003333,G2,Gowanus Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc15"")",1996-06-04T00:00:00.000,0.387,0,0,16000,23.1,0,0.262,0,0,10,0.128,7.5,7.6,0,6.54,0,40.666667,-74.003333,G2,Gowanus Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc16"")",1995-07-11T00:00:00.000,0.48,0,0,500,27.3,0,0.35,0,0,35,0.17,7.14,7.36,0,5.62,0,40.666667,-74.003333,G2,Gowanus Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc17"")",1993-07-26T00:00:00.000,0.47,0.7,0,70,28.41,0,0.25,0,0,49,0.14,0,0,240,3.93,0,40.666667,-74.003333,G2,Gowanus Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc18"")",2011-09-20T00:00:00.000,0.217,0,63.065,0,23.8,5.38,0.269,4.2,43,8,0.104,7.42,7.42,260,5.77,67.852,40.666667,-74.003333,G2,Gowanus Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc19"")",1992-06-30T00:00:00.000,0.21,1.9,0,0,24.93,0,0.17,0,0,20,0.05,7.85,7.81,0,6.83,0,40.666667,-74.003333,G2,Gowanus Channel,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc1a"")",1935-08-09T00:00:00.000,0,0,0,0,30.1,0,0,0,0,0,0,0,0,0,6.33,0,40.648142,-73.836097,X19,,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc1b"")",1982-07-27T00:00:00.000,0,3.5,0,11000,27,0,0,0,0,0,0,0,0,0,5.4,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc1c"")",1982-07-27T00:00:00.000,0,3.5,0,11000,27,0,0,0,0,0,0,0,0,0,5.4,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc1d"")",2013-06-18T00:00:00.000,0.34,0,0,0,21.74,5.13,0.348,4.3,7,16,0.12,7.47,7.53,76,5.36,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc1e"")",2013-11-14T00:00:00.000,0.404,0,0,0,25.9,8.83,0.698,3.16,5,6,0.13,7.77,7.8,20,8.79,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc1f"")",2001-02-28T00:00:00.000,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc20"")",2004-09-09T00:00:00.000,0.212,0,0,0,0,0,0.328,2.8,1,11.6,0.16,0,0,10,6.1,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc21"")",2013-05-29T00:00:00.000,0.452,0,0,0,24.15,8.55,0.43,3.9,4,7,0.138,7.75,7.86,31,8.74,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc22"")",1997-07-02T00:00:00.000,0.276,0,0,0,26.79,8.57,0.197,0,0,16,0.161,7.69,7.7,6,6.95,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc23"")",2011-06-02T00:00:00.000,0.175,0,0,0,0,0,0.317,3.2,1,6,0.11,7.52,0,62,0,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc24"")",1985-08-27T00:00:00.000,0,2.7,0,2300,27,0,0,0,0,0,0,0,0,3500,3.7,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc25"")",1995-12-12T00:00:00.000,0.4,0,0,0,29.1,0,0.52,0,0,28,0.14,7.69,7.7,72,10.71,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc26"")",1996-06-19T00:00:00.000,0.523,0,0,20,0,0,0.351,0,0,26,0.189,7.47,7.56,3,6.89,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc27"")",1967-07-18T00:00:00.000,0,0,0,350,26.25,0,0,0,0,0,0,0,0,0,2.6,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc28"")",1992-06-30T00:00:00.000,0.29,4.6,0,0,0,0,0.1,0,0,24,0.062,7.75,7.75,0,4.81,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc29"")",1967-08-31T00:00:00.000,0,0,0,280,25.9,0,0,0,0,0,0,0,0,0,3.1,0,40.4845,-74.245833,K5A,Raritan River,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc2a"")",1998-05-21T00:00:00.000,0.259,0,0,0,23.59,0,0.2,0,0,11,0.118,7.91,7.96,20,7.64,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc2b"")",2014-06-23T00:00:00.000,0.105,0,218.527,0,24.85,5.46,0.11,2.5,1,8,0.138,7.5,7.49,1,5.68,219.065,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc2c"")",2006-02-07T00:00:00.000,0.31,0,110.228,0,24.31,11.11,0.292,3.78,18,2.5,0.136,8.06,8.12,37,12,108.09,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc2d"")",1993-06-02T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,7.72,7.74,0,7.89,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc2e"")",2007-08-20T00:00:00.000,0.419,0,129.593,0,25.89,2.63,0.321,3.6,2,11.37,0.2,7.26,7.2,26,3.85,128.989,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc2f"")",1998-07-21T00:00:00.000,0.134,0,0,0,24.95,4.03,0.071,0,0,8,0.239,7.43,7.62,15,4.04,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc30"")",1934-07-02T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc31"")",1940-07-30T00:00:00.000,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2.95,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc32"")",1964-08-24T00:00:00.000,0,0,0,460,30.45,0,0,0,0,0,0,0,0,0,2.9,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc33"")",1964-06-22T00:00:00.000,0,0,0,93,28.35,0,0,0,0,0,0,0,0,0,6.8,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc34"")",2015-06-22T00:00:00.000,0.297,0,284.313,0,24.7,5.43,0.215,2.17,4,21,0.143,7.39,7.4,41,5.98,284.916,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc35"")",2001-06-18T00:00:00.000,1.14,0,0,0,0,0,0.291,3.86,0,6.6,0.222,7.71,7.82,1180,6.5,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc36"")",2000-04-04T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,7.49,7.52,0,10.88,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc37"")",1957-07-02T00:00:00.000,0,0,0,46,29.05,0,0,0,0,0,0,0,0,0,4,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc38"")",2006-06-05T00:00:00.000,0.448,0,217.855,0,23.96,6.07,0.224,3.2,12,5,0.132,7.55,7.47,225,6.6,218.882,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc39"")",1999-10-05T00:00:00.000,0,0,0,0,25.9,10.01,0,0,0,0,0,6.61,6.69,0,7.04,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc3a"")",1970-07-13T00:00:00.000,0,5.2,0,3300,26.9,0,0,0,0,0,0,0,0,0,4.5,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc3b"")",2007-09-04T00:00:00.000,0.203,0,0,0,26.49,4.12,0.367,3.63,1,3.75,0.157,7.26,7.27,2,5.5,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
"ObjectId(""5dfe4f954e00d60f40f0fc3c"")",1993-06-22T00:00:00.000,0.42,1.4,0,5000,0,0,0.22,0,0,42,0.14,7.55,7.77,0,7.14,0,40.805,-73.8205,E7,Whitestone,,,,,,,,,,,,,,,
